age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
42,technician,married,secondary,no,38450,no,no,cellular,6,feb,3.6,2,246,1,failure,no
48,admin.,married,secondary,no,19350,no,yes,telephone,20,nov,13.2,3,-1,0,unknown,no
35,management,married,tertiary,no,55400,yes,no,cellular,17,nov,1.4,1,-1,0,unknown,no
32,management,divorced,tertiary,no,50,yes,no,unknown,8,may,7.2,4,-1,0,unknown,no
26,student,single,secondary,no,43200,yes,no,cellular,15,may,11.5,1,-1,0,unknown,yes
56,retired,married,secondary,no,24250,no,no,cellular,30,jul,1.7,2,-1,0,unknown,no
44,technician,married,secondary,no,18300,no,yes,cellular,18,aug,4.0,12,-1,0,unknown,no
30,technician,single,tertiary,no,20250,yes,no,cellular,4,feb,2.6,1,274,1,failure,no
36,technician,married,secondary,no,20600,yes,yes,unknown,20,may,2.6,1,-1,0,unknown,no
42,unemployed,single,secondary,no,130650,yes,no,cellular,30,jul,3.4,6,-1,0,unknown,no
75,retired,married,primary,no,17900,no,no,cellular,17,feb,6.6,11,-1,0,unknown,yes
29,admin.,single,secondary,no,23400,yes,yes,unknown,23,may,6.4,1,-1,0,unknown,no
36,services,single,secondary,no,120450,yes,yes,telephone,11,may,6.1,2,-1,0,unknown,no
50,self-employed,divorced,tertiary,no,69500,no,no,cellular,21,nov,1.4,2,-1,0,unknown,no
30,self-employed,married,tertiary,no,133300,no,no,cellular,5,aug,8.4,2,93,4,success,yes
59,management,married,tertiary,no,115950,yes,no,unknown,15,may,2.7,32,-1,0,unknown,no
34,unemployed,single,tertiary,no,20750,no,no,cellular,12,aug,2.6,1,-1,0,unknown,no
30,management,married,tertiary,no,0,yes,no,unknown,27,may,3.4,1,-1,0,unknown,no
60,retired,married,secondary,no,416600,no,no,cellular,16,mar,5.2,1,194,7,other,yes
30,self-employed,divorced,secondary,no,4600,yes,no,unknown,17,jun,1.8,10,-1,0,unknown,no
32,technician,divorced,secondary,no,-19950,yes,no,unknown,2,jun,3.5,1,-1,0,unknown,no
50,management,single,tertiary,no,29600,no,no,cellular,8,aug,7.9,4,-1,0,unknown,no
57,management,married,tertiary,no,58600,no,no,cellular,19,nov,3.2,3,-1,0,unknown,no
43,technician,married,secondary,no,427050,yes,no,unknown,23,may,4.8,9,-1,0,unknown,no
37,technician,divorced,secondary,yes,16250,yes,yes,unknown,5,jun,8.6,1,-1,0,unknown,no
30,management,married,tertiary,no,70900,yes,yes,cellular,13,apr,3.6,2,-1,0,unknown,no
59,admin.,married,secondary,no,78750,yes,no,cellular,12,may,5.5,3,263,11,success,no
40,blue-collar,married,secondary,no,407500,yes,no,unknown,15,may,6.3,1,-1,0,unknown,no
34,technician,married,secondary,no,50,yes,no,unknown,24,jun,3.3,5,-1,0,unknown,no
56,technician,married,secondary,no,8500,yes,no,cellular,5,may,3.8,2,294,4,other,no
31,management,divorced,tertiary,no,90200,yes,no,unknown,23,may,3.9,1,-1,0,unknown,no
33,entrepreneur,single,tertiary,no,3750,yes,no,cellular,14,jul,2.6,3,-1,0,unknown,no
43,technician,married,secondary,no,500,no,no,cellular,26,aug,5.5,16,-1,0,unknown,no
27,admin.,single,secondary,no,13800,yes,no,unknown,19,may,5.7,2,-1,0,unknown,no
47,technician,married,tertiary,no,-37200,yes,yes,cellular,20,nov,21.4,1,-1,0,unknown,no
52,technician,married,secondary,no,110300,yes,no,unknown,20,jun,0.8,18,-1,0,unknown,no
21,student,single,secondary,no,27850,no,no,cellular,31,aug,3.8,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,11400,yes,no,unknown,3,jun,6.0,9,-1,0,unknown,no
37,technician,married,secondary,no,66400,yes,no,cellular,14,jul,3.9,3,-1,0,unknown,no
32,technician,single,secondary,no,16200,no,yes,cellular,23,feb,7.7,1,-1,0,unknown,yes
47,management,single,tertiary,no,405300,no,no,cellular,29,jul,6.2,3,-1,0,unknown,no
44,admin.,divorced,secondary,no,3300,yes,no,unknown,5,may,3.9,1,-1,0,unknown,no
57,blue-collar,married,primary,no,14100,no,yes,cellular,7,jul,4.9,12,-1,0,unknown,no
30,management,married,tertiary,no,0,yes,no,cellular,9,jul,2.6,1,-1,0,unknown,no
31,unemployed,single,tertiary,no,24900,no,no,cellular,29,jan,4.9,2,-1,0,unknown,no
76,retired,married,primary,no,111150,no,no,telephone,4,feb,7.7,1,-1,0,unknown,yes
55,management,divorced,tertiary,no,30400,yes,no,cellular,7,may,3.2,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,5850,yes,no,cellular,14,may,1.7,1,370,1,failure,no
37,admin.,single,tertiary,no,125250,no,no,cellular,7,aug,7.5,3,-1,0,unknown,no
36,housemaid,married,secondary,no,27800,yes,no,cellular,7,may,1.1,3,-1,0,unknown,no
50,blue-collar,married,primary,no,44400,no,yes,telephone,10,jul,3.2,3,-1,0,unknown,no
40,management,single,tertiary,no,12100,yes,no,unknown,6,may,4.2,2,-1,0,unknown,no
32,admin.,married,secondary,no,17100,no,no,cellular,29,jan,3.5,1,-1,0,unknown,no
30,admin.,single,tertiary,no,18550,no,no,cellular,18,nov,3.3,1,-1,0,unknown,no
34,student,single,unknown,no,64050,no,no,cellular,30,apr,2.3,1,-1,0,unknown,no
34,unemployed,married,primary,no,15450,no,no,cellular,5,feb,10.1,1,-1,0,unknown,yes
78,retired,divorced,primary,no,245850,no,no,cellular,29,dec,3.8,2,-1,0,unknown,no
44,management,married,tertiary,no,-400,yes,no,cellular,11,may,8.4,1,356,2,failure,no
32,management,single,tertiary,no,421800,yes,no,cellular,17,apr,4.6,1,149,2,failure,no
52,technician,married,unknown,no,33400,yes,no,cellular,31,jul,4.0,4,-1,0,unknown,no
63,retired,married,unknown,no,92450,no,no,cellular,1,sep,2.3,2,-1,0,unknown,no
42,admin.,single,secondary,no,16800,yes,no,unknown,4,jun,1.3,2,-1,0,unknown,no
36,self-employed,married,secondary,no,59200,yes,no,cellular,6,apr,18.2,1,-1,0,unknown,yes
33,technician,married,secondary,no,6650,no,no,cellular,4,may,4.1,1,-1,0,unknown,yes
36,technician,single,secondary,no,15850,yes,no,cellular,30,jan,3.8,2,266,2,failure,no
30,technician,married,secondary,no,38450,yes,no,cellular,18,may,0.7,4,-1,0,unknown,no
41,self-employed,divorced,tertiary,no,220900,yes,no,cellular,21,nov,14.8,3,-1,0,unknown,no
33,management,single,tertiary,no,71950,yes,no,cellular,3,jun,3.5,2,-1,0,unknown,no
37,services,single,secondary,no,29700,yes,no,cellular,29,jan,6.5,1,-1,0,unknown,no
46,technician,divorced,tertiary,no,23850,yes,no,unknown,6,may,2.4,1,-1,0,unknown,no
35,unemployed,single,primary,yes,-4200,no,no,cellular,9,feb,0.8,11,-1,0,unknown,no
32,blue-collar,single,primary,no,72500,yes,no,cellular,6,feb,1.7,6,273,1,other,no
59,blue-collar,married,secondary,no,23750,yes,yes,unknown,2,jun,5.3,1,-1,0,unknown,no
28,management,single,tertiary,no,647800,yes,no,cellular,2,jul,16.2,1,399,3,success,yes
50,management,married,tertiary,no,202250,no,no,unknown,19,jun,3.3,1,-1,0,unknown,no
39,technician,married,secondary,no,34700,yes,no,cellular,23,jul,7.4,5,-1,0,unknown,no
43,technician,married,secondary,no,11050,no,no,cellular,22,aug,1.7,2,-1,0,unknown,no
30,technician,single,tertiary,no,55450,no,no,cellular,22,aug,4.1,2,-1,0,unknown,no
35,blue-collar,single,tertiary,no,28650,no,no,unknown,30,may,2.4,3,-1,0,unknown,no
51,services,married,secondary,no,2650,no,yes,cellular,24,jul,3.7,1,-1,0,unknown,no
54,services,married,secondary,no,23600,no,yes,cellular,21,jul,1.9,4,-1,0,unknown,no
40,services,married,secondary,no,96900,no,no,unknown,29,may,1.1,1,-1,0,unknown,no
33,technician,married,secondary,no,92200,yes,no,unknown,29,may,4.5,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,20050,no,no,cellular,14,aug,2.1,3,-1,0,unknown,no
35,self-employed,married,secondary,no,112550,no,no,cellular,19,aug,3.0,8,-1,0,unknown,no
46,unknown,married,unknown,no,15000,yes,no,unknown,16,may,5.9,3,-1,0,unknown,no
50,services,married,secondary,no,2871750,yes,no,cellular,21,nov,5.8,3,-1,0,unknown,no
49,services,married,secondary,no,15700,no,no,cellular,20,aug,1.0,2,-1,0,unknown,no
54,technician,divorced,secondary,no,6800,no,yes,cellular,10,jul,3.0,4,-1,0,unknown,no
47,management,married,secondary,no,250600,yes,no,cellular,16,apr,4.9,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,97450,yes,no,cellular,17,apr,1.3,2,319,3,failure,no
41,blue-collar,married,secondary,no,26150,yes,no,cellular,6,apr,4.4,3,-1,0,unknown,no
45,management,married,tertiary,no,74650,no,no,unknown,16,jun,2.8,3,-1,0,unknown,no
36,management,divorced,tertiary,yes,1800,no,no,cellular,6,aug,14.4,4,-1,0,unknown,yes
33,management,married,secondary,no,142900,yes,yes,cellular,12,may,3.4,1,298,5,failure,no
53,admin.,divorced,secondary,no,-19700,yes,no,unknown,15,may,10.5,2,-1,0,unknown,no
30,blue-collar,married,primary,no,-21500,yes,no,unknown,30,may,11.3,5,-1,0,unknown,no
34,management,married,tertiary,no,18100,yes,no,unknown,30,may,1.1,3,-1,0,unknown,no
43,blue-collar,married,unknown,no,-950,no,yes,unknown,20,jun,4.5,2,-1,0,unknown,no
34,management,married,tertiary,no,3150,no,no,cellular,8,aug,2.1,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,324550,yes,no,unknown,29,may,4.6,1,-1,0,unknown,no
45,unemployed,divorced,secondary,no,167700,yes,no,unknown,29,may,12.9,1,-1,0,unknown,yes
35,admin.,married,secondary,no,67250,yes,no,cellular,20,apr,3.2,1,271,1,failure,no
30,self-employed,married,secondary,no,11000,yes,yes,cellular,15,may,3.6,3,-1,0,unknown,no
46,management,single,secondary,no,299650,no,no,cellular,25,mar,3.0,1,184,2,failure,no
45,entrepreneur,married,tertiary,no,50,no,no,cellular,19,nov,7.2,1,-1,0,unknown,no
36,management,married,tertiary,no,1750,no,no,cellular,21,aug,4.6,4,-1,0,unknown,no
31,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,2.9,1,-1,0,unknown,no
32,technician,single,tertiary,no,131300,yes,yes,cellular,7,may,4.1,2,351,2,other,no
39,technician,married,secondary,no,10550,no,no,telephone,6,feb,1.4,2,-1,0,unknown,no
32,services,married,secondary,yes,-34200,yes,no,unknown,27,may,5.5,3,-1,0,unknown,no
58,retired,married,tertiary,no,6900,no,no,cellular,7,may,2.9,1,346,5,failure,no
28,blue-collar,married,secondary,no,100,yes,no,unknown,29,may,13.0,2,-1,0,unknown,no
30,admin.,single,tertiary,no,13050,no,no,cellular,19,oct,4.4,1,137,20,failure,no
34,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,5.9,1,170,2,failure,no
37,student,single,unknown,no,22200,no,no,cellular,14,aug,2.8,1,102,5,success,yes
40,services,married,primary,no,54100,yes,no,unknown,30,may,14.7,2,-1,0,unknown,yes
58,blue-collar,married,secondary,no,202650,no,no,unknown,6,jun,3.2,2,-1,0,unknown,no
28,technician,single,secondary,no,7700,yes,no,cellular,18,feb,7.4,2,-1,0,unknown,yes
47,management,married,tertiary,no,0,no,no,cellular,27,oct,9.0,1,-1,0,unknown,yes
44,technician,married,secondary,no,382450,no,no,cellular,20,aug,3.6,6,-1,0,unknown,no
54,services,married,secondary,no,121550,yes,no,unknown,19,may,4.2,4,-1,0,unknown,no
33,services,married,secondary,no,3500,no,no,cellular,17,jul,6.8,7,-1,0,unknown,no
34,management,married,tertiary,no,0,yes,no,cellular,3,feb,4.7,1,-1,0,unknown,yes
50,unemployed,married,secondary,no,26250,yes,no,telephone,18,nov,3.5,2,-1,0,unknown,no
32,technician,married,secondary,no,278000,yes,yes,cellular,20,nov,6.0,3,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,6050,yes,no,telephone,18,may,1.5,6,-1,0,unknown,no
61,unknown,married,tertiary,no,2500,no,no,unknown,19,jun,4.1,2,-1,0,unknown,no
44,management,married,secondary,no,144850,no,no,cellular,5,apr,5.4,1,180,4,other,no
35,blue-collar,married,primary,no,147650,yes,no,telephone,6,may,2.1,2,-1,0,unknown,no
59,housemaid,divorced,secondary,no,6100,no,no,cellular,15,jul,2.7,1,-1,0,unknown,no
70,retired,divorced,primary,no,226550,no,no,cellular,18,may,7.9,1,-1,0,unknown,no
41,technician,married,secondary,no,5600,yes,no,cellular,18,nov,1.4,1,-1,0,unknown,no
53,management,married,tertiary,no,47600,yes,yes,cellular,18,nov,2.5,3,-1,0,unknown,no
39,blue-collar,married,primary,no,-11150,yes,no,cellular,14,may,3.6,10,-1,0,unknown,no
29,management,married,tertiary,no,24100,no,no,cellular,22,apr,1.8,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,250,no,no,cellular,26,mar,1.9,2,-1,0,unknown,no
40,technician,married,secondary,no,38500,yes,no,unknown,14,may,3.8,1,-1,0,unknown,no
34,management,married,tertiary,no,38750,yes,no,cellular,25,jul,4.0,2,-1,0,unknown,no
30,technician,single,secondary,no,650,no,no,cellular,21,aug,6.8,1,-1,0,unknown,no
30,admin.,married,primary,no,450,yes,yes,cellular,16,apr,5.9,1,-1,0,unknown,no
44,admin.,married,secondary,no,545250,no,no,cellular,19,aug,4.5,2,271,1,other,yes
31,technician,divorced,secondary,no,10100,yes,no,cellular,18,jul,2.9,1,-1,0,unknown,no
27,blue-collar,single,primary,no,75900,yes,no,unknown,21,may,12.2,3,-1,0,unknown,no
54,blue-collar,married,primary,no,84550,yes,no,unknown,14,may,3.1,1,-1,0,unknown,no
30,admin.,divorced,secondary,no,4150,yes,yes,unknown,6,may,5.7,1,-1,0,unknown,no
25,management,single,tertiary,no,40400,no,no,cellular,18,sep,5.0,2,114,2,failure,yes
34,housemaid,married,secondary,no,13250,no,no,cellular,6,aug,6.0,2,-1,0,unknown,no
54,admin.,divorced,secondary,no,69150,yes,yes,cellular,30,jul,10.9,4,-1,0,unknown,no
40,services,married,primary,no,17600,yes,no,cellular,10,jul,4.8,1,-1,0,unknown,no
33,services,married,secondary,no,89250,yes,no,unknown,30,may,5.3,12,-1,0,unknown,no
30,blue-collar,married,primary,no,50,yes,yes,telephone,22,jul,1.8,2,-1,0,unknown,no
31,management,single,tertiary,no,43700,yes,no,cellular,18,nov,3.7,2,-1,0,unknown,no
47,self-employed,married,primary,no,168150,no,no,cellular,5,may,6.9,1,-1,0,unknown,no
30,services,married,primary,no,50750,yes,no,cellular,20,nov,0.9,1,113,8,failure,no
42,blue-collar,married,primary,no,87600,yes,no,unknown,16,jun,0.8,21,-1,0,unknown,no
27,self-employed,single,tertiary,no,8400,no,no,cellular,12,nov,2.6,1,196,1,success,yes
42,technician,married,secondary,no,0,no,no,cellular,4,aug,4.5,1,-1,0,unknown,no
76,retired,married,secondary,no,12100,no,no,telephone,16,sep,17.1,3,-1,0,unknown,no
32,management,single,tertiary,no,35900,yes,no,cellular,15,jun,2.1,1,-1,0,unknown,yes
32,management,single,tertiary,no,0,no,no,cellular,27,aug,2.5,2,-1,0,unknown,no
29,management,single,tertiary,no,-550,yes,no,cellular,14,may,3.2,2,-1,0,unknown,no
39,technician,married,secondary,no,9600,yes,yes,unknown,29,may,4.1,5,-1,0,unknown,no
35,blue-collar,married,secondary,no,146300,yes,no,cellular,8,apr,3.5,1,292,25,failure,no
54,unknown,married,secondary,no,62050,no,no,unknown,16,jun,2.1,6,-1,0,unknown,no
30,technician,single,secondary,no,7900,no,no,cellular,6,oct,2.9,1,-1,0,unknown,yes
59,admin.,married,secondary,no,-9900,yes,yes,cellular,8,may,3.9,1,-1,0,unknown,no
27,admin.,single,secondary,no,-9050,yes,yes,unknown,29,may,1.9,4,-1,0,unknown,no
58,blue-collar,married,secondary,no,14400,yes,no,unknown,15,may,7.2,7,-1,0,unknown,no
38,admin.,married,secondary,no,12850,yes,no,cellular,15,may,0.7,5,-1,0,unknown,no
45,services,married,secondary,no,37950,yes,no,unknown,2,jun,3.4,2,-1,0,unknown,no
38,admin.,divorced,secondary,no,20350,yes,yes,cellular,19,aug,2.0,1,-1,0,unknown,no
57,management,married,secondary,no,-43400,yes,yes,cellular,23,jul,3.6,1,-1,0,unknown,no
41,technician,single,secondary,no,1400,no,no,unknown,16,may,1.4,1,-1,0,unknown,no
59,retired,married,secondary,no,190600,yes,no,telephone,11,jul,8.8,2,-1,0,unknown,no
31,management,married,tertiary,no,3000,no,no,cellular,28,aug,5.5,2,-1,0,unknown,no
26,entrepreneur,single,secondary,no,5050,yes,no,unknown,13,may,12.6,1,-1,0,unknown,no
34,admin.,divorced,secondary,no,48050,no,no,cellular,5,apr,2.8,2,430,2,failure,no
46,blue-collar,married,secondary,no,46100,yes,no,telephone,8,jul,10.1,1,-1,0,unknown,yes
43,management,married,tertiary,no,-400,yes,no,unknown,20,may,8.4,2,-1,0,unknown,no
58,retired,married,tertiary,no,0,no,no,cellular,21,aug,2.8,2,-1,0,unknown,no
49,self-employed,married,tertiary,no,10300,yes,no,unknown,23,jul,2.3,2,-1,0,unknown,no
48,admin.,single,secondary,no,-43700,yes,no,cellular,20,apr,4.6,2,151,7,other,no
49,services,married,secondary,no,56100,no,no,cellular,4,aug,2.9,1,-1,0,unknown,no
34,technician,single,secondary,no,133000,yes,no,cellular,15,apr,3.1,2,329,1,failure,no
58,retired,married,primary,no,170050,yes,no,cellular,3,feb,1.9,3,265,2,failure,no
39,admin.,married,secondary,no,87850,no,no,telephone,28,oct,2.6,1,-1,0,unknown,yes
38,technician,single,tertiary,no,11050,no,no,cellular,20,aug,1.8,3,-1,0,unknown,no
33,admin.,single,secondary,no,19750,yes,no,unknown,12,may,2.1,8,-1,0,unknown,no
32,management,single,tertiary,no,263800,no,no,cellular,21,nov,5.5,1,-1,0,unknown,no
40,management,married,tertiary,no,20450,no,no,cellular,19,aug,2.4,2,-1,0,unknown,no
51,services,married,secondary,no,13600,no,yes,cellular,8,jul,4.1,1,-1,0,unknown,no
57,admin.,divorced,secondary,yes,-21750,yes,yes,cellular,6,feb,2.0,5,273,2,failure,no
58,unknown,married,unknown,no,77350,no,no,telephone,5,aug,20.3,4,-1,0,unknown,yes
39,blue-collar,single,primary,no,169200,yes,no,telephone,20,nov,1.2,1,-1,0,unknown,no
30,services,single,secondary,no,21600,yes,no,unknown,20,may,6.2,3,-1,0,unknown,no
31,student,single,unknown,no,49400,no,no,cellular,4,dec,6.8,5,191,11,other,no
37,blue-collar,married,primary,no,12500,yes,no,cellular,20,apr,4.5,3,347,1,failure,no
28,services,single,secondary,no,9900,no,no,cellular,7,jul,3.2,1,-1,0,unknown,no
38,technician,single,tertiary,no,256100,yes,no,cellular,20,nov,6.7,1,184,1,failure,no
58,management,married,tertiary,no,103800,no,no,cellular,27,aug,1.3,4,-1,0,unknown,no
34,blue-collar,single,tertiary,no,58400,no,no,cellular,6,feb,3.2,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,19900,yes,no,cellular,3,jun,3.2,2,-1,0,unknown,no
52,unemployed,married,primary,no,47950,no,no,telephone,30,jul,12.1,2,-1,0,unknown,yes
39,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,may,5.1,2,307,1,other,no
59,admin.,married,secondary,yes,-6550,no,no,cellular,7,aug,2.9,2,-1,0,unknown,no
53,technician,married,secondary,no,132350,yes,no,unknown,30,may,2.5,1,-1,0,unknown,no
33,admin.,divorced,secondary,no,7000,yes,no,unknown,8,may,2.8,1,-1,0,unknown,no
37,technician,single,secondary,no,166300,yes,no,unknown,21,may,13.8,1,-1,0,unknown,yes
38,admin.,divorced,secondary,no,231500,yes,no,unknown,3,jun,2.7,3,-1,0,unknown,no
28,self-employed,single,secondary,no,58300,no,yes,cellular,30,jan,3.5,3,192,3,other,no
44,admin.,married,secondary,no,241300,yes,no,cellular,17,nov,2.2,1,185,4,other,no
56,unemployed,married,secondary,no,36650,yes,no,unknown,20,jun,0.9,3,-1,0,unknown,no
76,retired,married,primary,no,129500,no,no,telephone,9,feb,1.6,12,-1,0,unknown,no
49,technician,married,secondary,no,-7100,yes,yes,cellular,23,jul,1.7,4,-1,0,unknown,no
53,retired,married,primary,no,100500,no,yes,unknown,6,jun,3.5,1,-1,0,unknown,no
59,housemaid,divorced,primary,no,125900,no,no,cellular,30,jul,11.8,3,-1,0,unknown,yes
36,management,married,tertiary,no,0,yes,yes,cellular,18,jul,5.6,10,-1,0,unknown,no
33,entrepreneur,single,tertiary,no,74050,yes,no,cellular,13,may,3.4,3,173,1,other,no
56,unemployed,divorced,secondary,no,14150,yes,yes,cellular,20,apr,2.0,3,341,2,failure,no
39,self-employed,single,secondary,no,37950,yes,no,unknown,20,jun,2.2,1,-1,0,unknown,no
41,management,divorced,secondary,no,13800,yes,no,unknown,7,may,1.5,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,9750,no,no,cellular,16,jul,22.8,3,-1,0,unknown,no
43,self-employed,married,tertiary,no,125050,no,no,cellular,9,jul,10.2,2,161,4,failure,no
32,technician,single,secondary,no,11500,yes,no,cellular,18,may,7.9,1,266,8,failure,yes
37,entrepreneur,divorced,tertiary,no,3300,no,no,cellular,18,nov,19.9,2,-1,0,unknown,yes
26,technician,single,secondary,no,3750,yes,no,unknown,27,may,6.1,2,-1,0,unknown,no
34,management,married,tertiary,no,63650,no,no,unknown,11,aug,2.1,2,-1,0,unknown,no
33,services,single,secondary,no,11950,yes,no,cellular,15,may,2.2,2,-1,0,unknown,no
32,technician,married,secondary,no,8450,yes,no,cellular,12,may,1.9,4,350,1,failure,no
42,management,married,tertiary,no,23850,yes,no,unknown,5,jun,9.1,3,-1,0,unknown,no
45,entrepreneur,married,primary,no,120900,yes,no,unknown,14,may,2.5,1,-1,0,unknown,no
46,technician,married,secondary,no,304300,no,no,cellular,11,aug,4.0,2,-1,0,unknown,no
40,unemployed,single,tertiary,no,3950,no,no,cellular,15,oct,10.0,1,135,1,failure,yes
46,management,married,tertiary,no,23850,yes,no,unknown,20,may,2.6,6,-1,0,unknown,no
